comp_action_id,employee_id,effective_date,action_type,previous_base_salary,new_base_salary,bonus_target_pct,equity_grant_cad,department_id,role_id
CMP-000578,EMP-00261,2025-05-27,Equity Refresh,109000,109000,0.1,18474,DPT-012,ROL-011
CMP-000579,EMP-00261,2026-03-09,Termination,109000,0,0,0,DPT-012,ROL-011
CMP-000580,EMP-00262,2024-01-30,Hire,84000,92000,0.1,18400,DPT-016,ROL-016
CMP-000581,EMP-00262,2024-09-06,Annual Adjustment,92000,94997,0.1,0,DPT-016,ROL-016
CMP-000582,EMP-00262,2025-10-22,Annual Adjustment,92000,95110,0.1,0,DPT-016,ROL-016
CMP-000583,EMP-00263,2021-06-23,Hire,156000,176000,0.2,176000,DPT-009,ROL-025
CMP-000584,EMP-00263,2022-03-21,Equity Refresh,176000,176000,0.2,101828,DPT-009,ROL-025
CMP-000585,EMP-00263,2022-10-24,Equity Refresh,176000,176000,0.2,95937,DPT-009,ROL-025
CMP-000586,EMP-00263,2023-08-25,Termination,176000,0,0,0,DPT-009,ROL-025
CMP-000587,EMP-00264,2022-10-17,Hire,121000,135000,0.1,27000,DPT-012,ROL-012
CMP-000588,EMP-00264,2023-06-22,Equity Refresh,135000,135000,0.1,26776,DPT-012,ROL-012
CMP-000589,EMP-00264,2023-09-30,Termination,135000,0,0,0,DPT-012,ROL-012
CMP-000590,EMP-00265,2023-01-25,Hire,148000,168000,0.1,84000,DPT-007,ROL-004
CMP-000591,EMP-00266,2022-11-20,Hire,80000,93000,0.1,18600,DPT-017,ROL-016
CMP-000592,EMP-00266,2023-09-25,Annual Adjustment,93000,98492,0.1,0,DPT-017,ROL-016
CMP-000593,EMP-00267,2023-06-26,Hire,107000,120000,0.1,24000,DPT-018,ROL-017
CMP-000594,EMP-00268,2024-10-06,Hire,126000,140000,0.1,28000,DPT-021,ROL-024
CMP-000595,EMP-00268,2025-08-08,Promotion,140000,166357,0.1,0,DPT-021,ROL-024
CMP-000596,EMP-00268,2026-05-23,Promotion,140000,166459,0.1,0,DPT-021,ROL-024
CMP-000597,EMP-00269,2023-05-03,Hire,109000,124000,0.1,24800,DPT-006,ROL-003
CMP-000598,EMP-00269,2024-02-01,Annual Adjustment,124000,131390,0.1,0,DPT-006,ROL-003
CMP-000599,EMP-00269,2024-09-23,Annual Adjustment,124000,129853,0.1,0,DPT-006,ROL-003
CMP-000600,EMP-00269,2025-03-30,Annual Adjustment,124000,128106,0.1,0,DPT-006,ROL-003
CMP-000601,EMP-00270,2023-09-10,Hire,116000,135000,0.1,27000,DPT-009,ROL-008
CMP-000602,EMP-00270,2024-08-11,Annual Adjustment,135000,140866,0.1,0,DPT-009,ROL-008
CMP-000603,EMP-00271,2021-03-29,Hire,155000,172000,0.1,86000,DPT-004,ROL-004
CMP-000604,EMP-00271,2021-12-20,Annual Adjustment,172000,175815,0.1,0,DPT-004,ROL-004
CMP-000605,EMP-00271,2023-02-04,Annual Adjustment,172000,181624,0.1,0,DPT-004,ROL-004
CMP-000606,EMP-00272,2021-04-28,Hire,123000,139000,0.1,27800,DPT-012,ROL-012
CMP-000607,EMP-00272,2022-05-05,Annual Adjustment,139000,142671,0.1,0,DPT-012,ROL-012
CMP-000608,EMP-00272,2023-06-25,Equity Refresh,139000,139000,0.1,28882,DPT-012,ROL-012
CMP-000609,EMP-00272,2024-02-08,Annual Adjustment,139000,142038,0.1,0,DPT-012,ROL-012
CMP-000610,EMP-00273,2024-12-21,Hire,127000,141000,0.1,28200,DPT-014,ROL-014
CMP-000611,EMP-00273,2025-07-08,Annual Adjustment,141000,144233,0.1,0,DPT-014,ROL-014
CMP-000612,EMP-00274,2024-09-15,Hire,97000,111000,0.1,22200,DPT-023,ROL-023
CMP-000613,EMP-00274,2025-08-18,Termination,111000,0,0,0,DPT-023,ROL-023
CMP-000614,EMP-00275,2021-11-03,Hire,171000,198000,0.2,198000,DPT-001,ROL-031
CMP-000615,EMP-00275,2022-08-21,Promotion,198000,235262,0.2,0,DPT-001,ROL-031
CMP-000616,EMP-00275,2023-03-18,Annual Adjustment,198000,205442,0.2,0,DPT-001,ROL-031
CMP-000617,EMP-00275,2023-10-23,Promotion,198000,233595,0.2,0,DPT-001,ROL-031
CMP-000618,EMP-00276,2022-01-09,Hire,120000,137000,0.1,27400,DPT-021,ROL-024
CMP-000619,EMP-00276,2022-10-31,Annual Adjustment,137000,139967,0.1,0,DPT-021,ROL-024
CMP-000620,EMP-00276,2023-07-26,Promotion,137000,164927,0.1,0,DPT-021,ROL-024
CMP-000621,EMP-00277,2023-09-12,Hire,112000,129000,0.1,25800,DPT-006,ROL-003
CMP-000622,EMP-00277,2025-01-02,Termination,129000,0,0,0,DPT-006,ROL-003
CMP-000623,EMP-00278,2024-03-01,Hire,88000,103000,0.1,20600,DPT-003,ROL-002
CMP-000624,EMP-00278,2024-12-15,Equity Refresh,103000,103000,0.1,30539,DPT-003,ROL-002
CMP-000625,EMP-00278,2025-10-09,Annual Adjustment,103000,107210,0.1,0,DPT-003,ROL-002
CMP-000626,EMP-00279,2025-02-16,Hire,76000,86000,0.1,17200,DPT-013,ROL-010
CMP-000627,EMP-00279,2025-10-25,Annual Adjustment,86000,88223,0.1,0,DPT-013,ROL-010
CMP-000628,EMP-00280,2024-06-28,Hire,82000,92000,0.1,18400,DPT-019,ROL-016
CMP-000629,EMP-00280,2025-01-27,Annual Adjustment,92000,95908,0.1,0,DPT-019,ROL-016
CMP-000630,EMP-00280,2025-12-23,Annual Adjustment,92000,94146,0.1,0,DPT-019,ROL-016
CMP-000631,EMP-00280,2025-12-27,Termination,92000,0,0,0,DPT-019,ROL-016
CMP-000632,EMP-00281,2023-09-14,Hire,119000,133000,0.1,26600,DPT-003,ROL-003
CMP-000633,EMP-00282,2022-09-18,Hire,194000,219000,0.2,219000,DPT-002,ROL-026
CMP-000634,EMP-00282,2023-09-04,Promotion,219000,262712,0.2,0,DPT-002,ROL-026
CMP-000635,EMP-00282,2026-04-15,Termination,219000,0,0,0,DPT-002,ROL-026
CMP-000636,EMP-00283,2021-11-08,Hire,156000,183000,0.2,183000,DPT-016,ROL-025
CMP-000637,EMP-00283,2022-10-05,Promotion,183000,222055,0.2,0,DPT-016,ROL-025
CMP-000638,EMP-00283,2023-09-30,Annual Adjustment,183000,189273,0.2,0,DPT-016,ROL-025
CMP-000639,EMP-00283,2024-08-04,Annual Adjustment,183000,193176,0.2,0,DPT-016,ROL-025
CMP-000640,EMP-00284,2024-01-17,Hire,103000,120000,0.1,24000,DPT-016,ROL-017
CMP-000641,EMP-00284,2025-11-29,Termination,120000,0,0,0,DPT-016,ROL-017
CMP-000642,EMP-00285,2024-03-12,Hire,92000,104000,0.1,20800,DPT-006,ROL-002
CMP-000643,EMP-00285,2024-12-01,Annual Adjustment,104000,110239,0.1,0,DPT-006,ROL-002
CMP-000644,EMP-00285,2025-07-06,Equity Refresh,104000,104000,0.1,14149,DPT-006,ROL-002
CMP-000645,EMP-00286,2023-09-07,Hire,112000,125000,0.1,25000,DPT-017,ROL-017
CMP-000646,EMP-00286,2024-05-20,Annual Adjustment,125000,128768,0.1,0,DPT-017,ROL-017
CMP-000647,EMP-00286,2024-11-30,Annual Adjustment,125000,131922,0.1,0,DPT-017,ROL-017
CMP-000648,EMP-00287,2023-01-25,Hire,220000,241000,0.2,241000,DPT-001,ROL-028
CMP-000649,EMP-00287,2023-12-03,Promotion,241000,284165,0.2,0,DPT-001,ROL-028
CMP-000650,EMP-00287,2024-06-23,Equity Refresh,241000,241000,0.2,344818,DPT-001,ROL-028
CMP-000651,EMP-00287,2025-03-24,Promotion,241000,270110,0.2,0,DPT-001,ROL-028
CMP-000652,EMP-00287,2026-03-06,Termination,241000,0,0,0,DPT-001,ROL-028
CMP-000653,EMP-00288,2021-01-19,Hire,198000,225000,0.2,225000,DPT-024,ROL-029
CMP-000654,EMP-00288,2021-09-10,Annual Adjustment,225000,237362,0.2,0,DPT-024,ROL-029
CMP-000655,EMP-00288,2022-10-05,Annual Adjustment,225000,232381,0.2,0,DPT-024,ROL-029
CMP-000656,EMP-00289,2021-03-30,Hire,286000,332000,0.2,332000,DPT-006,ROL-033
CMP-000657,EMP-00289,2022-03-08,Annual Adjustment,332000,350515,0.2,0,DPT-006,ROL-033
CMP-000658,EMP-00290,2020-11-12,Hire,191000,224000,0.2,224000,DPT-025,ROL-029
CMP-000659,EMP-00290,2021-09-04,Annual Adjustment,224000,233353,0.2,0,DPT-025,ROL-029
CMP-000660,EMP-00291,2024-05-21,Hire,76000,84000,0.1,16800,DPT-024,ROL-022
CMP-000661,EMP-00291,2025-04-17,Promotion,84000,92897,0.1,0,DPT-024,ROL-022
CMP-000662,EMP-00291,2026-04-03,Equity Refresh,84000,84000,0.1,22767,DPT-024,ROL-022
CMP-000663,EMP-00292,2025-07-05,Hire,110000,128000,0.1,25600,DPT-002,ROL-003
CMP-000664,EMP-00292,2026-04-30,Annual Adjustment,128000,135613,0.1,0,DPT-002,ROL-003
CMP-000665,EMP-00293,2026-01-01,Hire,91000,103000,0.1,20600,DPT-024,ROL-023
CMP-000666,EMP-00294,2024-02-01,Hire,174000,192000,0.2,192000,DPT-006,ROL-025
CMP-000667,EMP-00294,2024-10-26,Promotion,192000,224182,0.2,0,DPT-006,ROL-025
CMP-000668,EMP-00295,2022-08-03,Hire,132000,144000,0.1,28800,DPT-026,ROL-024
CMP-000669,EMP-00295,2023-07-21,Annual Adjustment,144000,148104,0.1,0,DPT-026,ROL-024
CMP-000670,EMP-00295,2024-08-05,Annual Adjustment,144000,151219,0.1,0,DPT-026,ROL-024
CMP-000671,EMP-00295,2024-12-04,Termination,144000,0,0,0,DPT-026,ROL-024
CMP-000672,EMP-00296,2024-02-13,Hire,71000,79000,0.1,15800,DPT-013,ROL-010
CMP-000673,EMP-00296,2025-01-22,Annual Adjustment,79000,83368,0.1,0,DPT-013,ROL-010
CMP-000674,EMP-00296,2025-10-08,Annual Adjustment,79000,81237,0.1,0,DPT-013,ROL-010
CMP-000675,EMP-00296,2026-04-16,Annual Adjustment,79000,81200,0.1,0,DPT-013,ROL-010
CMP-000676,EMP-00297,2024-09-23,Hire,58000,68000,0.1,13600,DPT-019,ROL-015
CMP-000677,EMP-00298,2024-04-07,Hire,190000,210000,0.2,210000,DPT-025,ROL-030
CMP-000678,EMP-00298,2025-05-24,Annual Adjustment,210000,218114,0.2,0,DPT-025,ROL-030
CMP-000679,EMP-00299,2021-02-17,Hire,152000,173000,0.1,34600,DPT-010,ROL-009
CMP-000680,EMP-00299,2021-09-12,Equity Refresh,173000,173000,0.1,27286,DPT-010,ROL-009
CMP-000681,EMP-00299,2022-07-02,Equity Refresh,173000,173000,0.1,49937,DPT-010,ROL-009
CMP-000682,EMP-00299,2023-06-17,Annual Adjustment,173000,176760,0.1,0,DPT-010,ROL-009
CMP-000683,EMP-00300,2022-06-25,Hire,161000,186000,0.2,186000,DPT-002,ROL-031
CMP-000684,EMP-00300,2023-05-06,Annual Adjustment,186000,193902,0.2,0,DPT-002,ROL-031
CMP-000685,EMP-00300,2024-03-08,Annual Adjustment,186000,194115,0.2,0,DPT-002,ROL-031
CMP-000686,EMP-00301,2026-01-24,Hire,202000,226000,0.2,226000,DPT-009,ROL-026
CMP-000687,EMP-00302,2024-10-24,Hire,188000,206000,0.2,206000,DPT-002,ROL-030
CMP-000688,EMP-00302,2025-09-20,Annual Adjustment,206000,213239,0.2,0,DPT-002,ROL-030
CMP-000689,EMP-00303,2022-01-17,Hire,140000,163000,0.1,81500,DPT-002,ROL-004
CMP-000690,EMP-00303,2022-12-12,Annual Adjustment,163000,171074,0.1,0,DPT-002,ROL-004
CMP-000691,EMP-00303,2023-01-17,Termination,163000,0,0,0,DPT-002,ROL-004
CMP-000692,EMP-00304,2024-04-21,Hire,101000,113000,0.1,22600,DPT-020,ROL-017
CMP-000693,EMP-00304,2024-12-25,Annual Adjustment,113000,115792,0.1,0,DPT-020,ROL-017
CMP-000694,EMP-00304,2025-11-10,Equity Refresh,113000,113000,0.1,24565,DPT-020,ROL-017
CMP-000695,EMP-00305,2022-02-11,Hire,224000,264000,0.2,264000,DPT-003,ROL-027
CMP-000696,EMP-00305,2022-12-27,Annual Adjustment,264000,270444,0.2,0,DPT-003,ROL-027
CMP-000697,EMP-00306,2023-03-21,Hire,69000,76000,0.1,15200,DPT-020,ROL-019
CMP-000698,EMP-00306,2023-10-17,Equity Refresh,76000,76000,0.1,16904,DPT-020,ROL-019
CMP-000699,EMP-00307,2024-05-26,Hire,118000,135000,0.1,27000,DPT-022,ROL-024
CMP-000700,EMP-00308,2024-07-06,Hire,92000,104000,0.1,20800,DPT-002,ROL-002
CMP-000701,EMP-00308,2025-04-03,Annual Adjustment,104000,106429,0.1,0,DPT-002,ROL-002
CMP-000702,EMP-00308,2025-12-24,Annual Adjustment,104000,108722,0.1,0,DPT-002,ROL-002
CMP-000703,EMP-00309,2024-09-22,Hire,128000,143000,0.1,28600,DPT-012,ROL-012
CMP-000704,EMP-00309,2025-08-04,Promotion,143000,169509,0.1,0,DPT-012,ROL-012
CMP-000705,EMP-00310,2022-11-24,Hire,199000,217000,0.2,217000,DPT-018,ROL-030
CMP-000706,EMP-00310,2023-10-06,Promotion,217000,242012,0.2,0,DPT-018,ROL-030
CMP-000707,EMP-00311,2024-08-31,Hire,110000,128000,0.1,25600,DPT-002,ROL-003
CMP-000708,EMP-00312,2023-07-18,Hire,114000,125000,0.1,25000,DPT-006,ROL-003
CMP-000709,EMP-00312,2024-02-21,Promotion,125000,144119,0.1,0,DPT-006,ROL-003
CMP-000710,EMP-00312,2024-10-25,Annual Adjustment,125000,128072,0.1,0,DPT-006,ROL-003
CMP-000711,EMP-00313,2026-03-07,Hire,149000,164000,0.1,82000,DPT-008,ROL-004
CMP-000712,EMP-00314,2026-02-02,Hire,73000,84000,0.1,16800,DPT-002,ROL-001
CMP-000713,EMP-00315,2021-06-14,Hire,161000,187000,0.2,187000,DPT-003,ROL-025
CMP-000714,EMP-00315,2025-12-19,Termination,187000,0,0,0,DPT-003,ROL-025
CMP-000715,EMP-00316,2025-04-01,Hire,112000,130000,0.1,26000,DPT-007,ROL-003
CMP-000716,EMP-00316,2026-02-27,Annual Adjustment,130000,135758,0.1,0,DPT-007,ROL-003
CMP-000717,EMP-00317,2025-05-10,Hire,89000,103000,0.1,20600,DPT-015,ROL-011
CMP-000718,EMP-00318,2023-03-14,Hire,280000,316000,0.2,316000,DPT-026,ROL-033
CMP-000719,EMP-00318,2024-04-05,Termination,316000,0,0,0,DPT-026,ROL-033
CMP-000720,EMP-00319,2023-11-22,Hire,97000,114000,0.1,22800,DPT-020,ROL-017
CMP-000721,EMP-00319,2024-10-05,Equity Refresh,114000,114000,0.1,27024,DPT-020,ROL-017
CMP-000722,EMP-00319,2025-09-14,Termination,114000,0,0,0,DPT-020,ROL-017
CMP-000723,EMP-00320,2024-09-02,Hire,97000,111000,0.1,22200,DPT-008,ROL-002
CMP-000724,EMP-00320,2025-03-31,Annual Adjustment,111000,116013,0.1,0,DPT-008,ROL-002
CMP-000725,EMP-00320,2026-01-24,Equity Refresh,111000,111000,0.1,11190,DPT-008,ROL-002
CMP-000726,EMP-00321,2024-12-26,Hire,116000,132000,0.1,26400,DPT-011,ROL-012
CMP-000727,EMP-00321,2026-01-20,Promotion,132000,156057,0.1,0,DPT-011,ROL-012
CMP-000728,EMP-00322,2020-10-29,Hire,123000,144000,0.1,28800,DPT-012,ROL-012
CMP-000729,EMP-00322,2021-11-30,Equity Refresh,144000,144000,0.1,22258,DPT-012,ROL-012
CMP-000730,EMP-00322,2022-06-22,Annual Adjustment,144000,151472,0.1,0,DPT-012,ROL-012
CMP-000731,EMP-00323,2025-12-21,Hire,92000,102000,0.1,20400,DPT-024,ROL-023
CMP-000732,EMP-00324,2021-12-20,Hire,306000,354000,0.2,354000,DPT-024,ROL-032
CMP-000733,EMP-00324,2022-07-20,Equity Refresh,354000,354000,0.2,391845,DPT-024,ROL-032
CMP-000734,EMP-00324,2023-06-15,Annual Adjustment,354000,362934,0.2,0,DPT-024,ROL-032
CMP-000735,EMP-00324,2024-04-30,Promotion,354000,402262,0.2,0,DPT-024,ROL-032
CMP-000736,EMP-00325,2025-07-11,Hire,62000,69000,0.1,13800,DPT-016,ROL-015
CMP-000737,EMP-00325,2026-02-25,Annual Adjustment,69000,70802,0.1,0,DPT-016,ROL-015
CMP-000738,EMP-00326,2022-10-05,Hire,219000,247000,0.2,247000,DPT-025,ROL-028
CMP-000739,EMP-00326,2023-04-25,Annual Adjustment,247000,253008,0.2,0,DPT-025,ROL-028
CMP-000740,EMP-00327,2023-11-08,Hire,90000,106000,0.1,21200,DPT-008,ROL-002
CMP-000741,EMP-00327,2024-05-27,Equity Refresh,106000,106000,0.1,11279,DPT-008,ROL-002
CMP-000742,EMP-00327,2025-05-27,Equity Refresh,106000,106000,0.1,20419,DPT-008,ROL-002
CMP-000743,EMP-00328,2021-01-17,Hire,285000,328000,0.2,328000,DPT-001,ROL-033
CMP-000744,EMP-00328,2021-10-26,Annual Adjustment,328000,346213,0.2,0,DPT-001,ROL-033
CMP-000745,EMP-00328,2022-06-01,Annual Adjustment,328000,345699,0.2,0,DPT-001,ROL-033
CMP-000746,EMP-00328,2023-09-13,Termination,328000,0,0,0,DPT-001,ROL-033
CMP-000747,EMP-00329,2024-01-09,Hire,112000,127000,0.1,25400,DPT-002,ROL-003
CMP-000748,EMP-00329,2024-09-07,Annual Adjustment,127000,131312,0.1,0,DPT-002,ROL-003
CMP-000749,EMP-00330,2023-09-15,Hire,119000,130000,0.1,26000,DPT-004,ROL-003
CMP-000750,EMP-00331,2023-03-16,Hire,142000,158000,0.1,79000,DPT-001,ROL-004
CMP-000751,EMP-00331,2023-10-22,Annual Adjustment,158000,164438,0.1,0,DPT-001,ROL-004
CMP-000752,EMP-00332,2024-04-26,Hire,140000,159000,0.1,79500,DPT-003,ROL-004
CMP-000753,EMP-00333,2025-03-12,Hire,91000,104000,0.1,20800,DPT-001,ROL-002
CMP-000754,EMP-00333,2026-02-03,Annual Adjustment,104000,107925,0.1,0,DPT-001,ROL-002
CMP-000755,EMP-00334,2022-09-07,Hire,116000,132000,0.1,26400,DPT-009,ROL-008
CMP-000756,EMP-00334,2023-05-07,Equity Refresh,132000,132000,0.1,30644,DPT-009,ROL-008
CMP-000757,EMP-00335,2024-10-27,Hire,100000,113000,0.1,22600,DPT-009,ROL-020
CMP-000758,EMP-00336,2022-08-04,Hire,87000,95000,0.1,19000,DPT-009,ROL-007
CMP-000759,EMP-00336,2023-09-19,Equity Refresh,95000,95000,0.1,9566,DPT-009,ROL-007
CMP-000760,EMP-00337,2022-05-16,Hire,175000,195000,0.1,97500,DPT-002,ROL-005
CMP-000761,EMP-00337,2022-12-14,Equity Refresh,195000,195000,0.1,85561,DPT-002,ROL-005
CMP-000762,EMP-00337,2023-09-06,Promotion,195000,216688,0.1,0,DPT-002,ROL-005
CMP-000763,EMP-00338,2025-10-01,Hire,120000,136000,0.1,27200,DPT-024,ROL-024
CMP-000764,EMP-00339,2025-01-27,Hire,103000,112000,0.1,22400,DPT-001,ROL-002
CMP-000765,EMP-00339,2026-01-13,Annual Adjustment,112000,115676,0.1,0,DPT-001,ROL-002
CMP-000766,EMP-00340,2025-06-27,Hire,171000,196000,0.1,98000,DPT-003,ROL-005
CMP-000767,EMP-00341,2022-05-28,Hire,191000,214000,0.1,107000,DPT-003,ROL-005
CMP-000768,EMP-00342,2023-08-25,Hire,97000,107000,0.1,21400,DPT-005,ROL-002
CMP-000769,EMP-00342,2024-05-28,Annual Adjustment,107000,112852,0.1,0,DPT-005,ROL-002
CMP-000770,EMP-00342,2024-11-27,Equity Refresh,107000,107000,0.1,16878,DPT-005,ROL-002
CMP-000771,EMP-00343,2024-10-02,Hire,108000,127000,0.1,25400,DPT-001,ROL-003
CMP-000772,EMP-00343,2025-06-13,Annual Adjustment,127000,132141,0.1,0,DPT-001,ROL-003
CMP-000773,EMP-00344,2026-05-21,Hire,115000,130000,0.1,26000,DPT-012,ROL-014
CMP-000774,EMP-00345,2024-01-13,Hire,99000,110000,0.1,22000,DPT-012,ROL-013
CMP-000775,EMP-00345,2025-01-26,Promotion,110000,127407,0.1,0,DPT-012,ROL-013
CMP-000776,EMP-00345,2025-03-30,Termination,110000,0,0,0,DPT-012,ROL-013
CMP-000777,EMP-00346,2024-06-15,Hire,113000,132000,0.1,26400,DPT-001,ROL-003
CMP-000778,EMP-00346,2025-04-16,Annual Adjustment,132000,135971,0.1,0,DPT-001,ROL-003
CMP-000779,EMP-00346,2025-11-21,Promotion,132000,148210,0.1,0,DPT-001,ROL-003
CMP-000780,EMP-00347,2026-05-06,Hire,70000,82000,0.1,16400,DPT-021,ROL-022
CMP-000781,EMP-00348,2022-04-28,Hire,294000,330000,0.2,330000,DPT-019,ROL-032
CMP-000782,EMP-00348,2022-11-27,Annual Adjustment,330000,347238,0.2,0,DPT-019,ROL-032
CMP-000783,EMP-00348,2026-01-02,Termination,330000,0,0,0,DPT-019,ROL-032
CMP-000784,EMP-00349,2024-07-30,Hire,88000,99000,0.1,19800,DPT-009,ROL-007
CMP-000785,EMP-00349,2025-06-13,Equity Refresh,99000,99000,0.1,21986,DPT-009,ROL-007
CMP-000786,EMP-00349,2025-11-12,Termination,99000,0,0,0,DPT-009,ROL-007
CMP-000787,EMP-00350,2024-01-26,Hire,100000,110000,0.1,22000,DPT-011,ROL-011
CMP-000788,EMP-00350,2025-03-20,Promotion,110000,128868,0.1,0,DPT-011,ROL-011
CMP-000789,EMP-00350,2025-10-19,Termination,110000,0,0,0,DPT-011,ROL-011
CMP-000790,EMP-00351,2025-05-05,Hire,68000,80000,0.1,16000,DPT-022,ROL-022
CMP-000791,EMP-00351,2025-12-02,Annual Adjustment,80000,83944,0.1,0,DPT-022,ROL-022
CMP-000792,EMP-00352,2026-01-31,Hire,121000,133000,0.1,26600,DPT-009,ROL-021
CMP-000793,EMP-00353,2025-01-04,Hire,79000,87000,0.1,17400,DPT-008,ROL-001
CMP-000794,EMP-00353,2025-08-20,Annual Adjustment,87000,91639,0.1,0,DPT-008,ROL-001
CMP-000795,EMP-00354,2025-09-16,Hire,119000,135000,0.1,27000,DPT-001,ROL-003
CMP-000796,EMP-00355,2023-09-25,Hire,143000,165000,0.1,82500,DPT-001,ROL-004
CMP-000797,EMP-00355,2025-11-16,Termination,165000,0,0,0,DPT-001,ROL-004
CMP-000798,EMP-00356,2024-01-07,Hire,148000,174000,0.1,87000,DPT-003,ROL-004
CMP-000799,EMP-00356,2024-11-24,Promotion,174000,202960,0.1,0,DPT-003,ROL-004
CMP-000800,EMP-00356,2025-08-07,Equity Refresh,174000,174000,0.1,76613,DPT-003,ROL-004
CMP-000801,EMP-00357,2023-04-12,Hire,91000,105000,0.1,21000,DPT-007,ROL-002
CMP-000802,EMP-00358,2024-07-23,Hire,113000,123000,0.1,24600,DPT-019,ROL-017
CMP-000803,EMP-00358,2025-01-27,Annual Adjustment,123000,125666,0.1,0,DPT-019,ROL-017
CMP-000804,EMP-00358,2025-07-01,Termination,123000,0,0,0,DPT-019,ROL-017
CMP-000805,EMP-00359,2025-01-27,Hire,118000,137000,0.1,27400,DPT-003,ROL-003
CMP-000806,EMP-00359,2026-02-10,Annual Adjustment,137000,144849,0.1,0,DPT-003,ROL-003
CMP-000807,EMP-00360,2024-08-04,Hire,72000,78000,0.1,15600,DPT-023,ROL-022
CMP-000808,EMP-00360,2025-02-13,Annual Adjustment,78000,81022,0.1,0,DPT-023,ROL-022
CMP-000809,EMP-00360,2025-10-04,Promotion,78000,91065,0.1,0,DPT-023,ROL-022
CMP-000810,EMP-00361,2024-12-27,Hire,80000,87000,0.1,17400,DPT-006,ROL-001
CMP-000811,EMP-00361,2026-02-01,Annual Adjustment,87000,91748,0.1,0,DPT-006,ROL-001
CMP-000812,EMP-00362,2022-06-17,Hire,182000,209000,0.2,209000,DPT-017,ROL-026
CMP-000813,EMP-00363,2024-10-30,Hire,97000,112000,0.1,22400,DPT-008,ROL-002
CMP-000814,EMP-00363,2025-05-27,Equity Refresh,112000,112000,0.1,19763,DPT-008,ROL-002
CMP-000815,EMP-00364,2022-08-09,Hire,117000,131000,0.1,26200,DPT-002,ROL-003
CMP-000816,EMP-00364,2023-05-22,Annual Adjustment,131000,138186,0.1,0,DPT-002,ROL-003
CMP-000817,EMP-00364,2024-04-07,Equity Refresh,131000,131000,0.1,18158,DPT-002,ROL-003
CMP-000818,EMP-00364,2025-11-29,Termination,131000,0,0,0,DPT-002,ROL-003
CMP-000819,EMP-00365,2022-01-15,Hire,117000,136000,0.1,27200,DPT-022,ROL-024
CMP-000820,EMP-00365,2022-12-03,Annual Adjustment,136000,140607,0.1,0,DPT-022,ROL-024
CMP-000821,EMP-00365,2023-12-27,Annual Adjustment,136000,142777,0.1,0,DPT-022,ROL-024
CMP-000822,EMP-00365,2024-09-07,Termination,136000,0,0,0,DPT-022,ROL-024
CMP-000823,EMP-00366,2024-02-23,Hire,119000,130000,0.1,26000,DPT-001,ROL-003
CMP-000824,EMP-00366,2025-02-15,Annual Adjustment,130000,137690,0.1,0,DPT-001,ROL-003
CMP-000825,EMP-00366,2025-11-04,Promotion,130000,158263,0.1,0,DPT-001,ROL-003
CMP-000826,EMP-00367,2025-08-02,Hire,75000,86000,0.1,17200,DPT-024,ROL-022
CMP-000827,EMP-00368,2023-11-24,Hire,188000,207000,0.2,207000,DPT-001,ROL-030
CMP-000828,EMP-00368,2024-05-24,Equity Refresh,207000,207000,0.2,115079,DPT-001,ROL-030
CMP-000829,EMP-00368,2025-05-25,Termination,207000,0,0,0,DPT-001,ROL-030
CMP-000830,EMP-00369,2024-06-20,Hire,79000,92000,0.1,18400,DPT-002,ROL-001
CMP-000831,EMP-00369,2025-02-05,Annual Adjustment,92000,94231,0.1,0,DPT-002,ROL-001
CMP-000832,EMP-00369,2025-06-14,Termination,92000,0,0,0,DPT-002,ROL-001
CMP-000833,EMP-00370,2025-07-26,Hire,95000,110000,0.1,22000,DPT-014,ROL-013
CMP-000834,EMP-00371,2023-10-24,Hire,198000,232000,0.2,232000,DPT-002,ROL-026
CMP-000835,EMP-00371,2024-09-17,Annual Adjustment,232000,240973,0.2,0,DPT-002,ROL-026
CMP-000836,EMP-00372,2024-08-18,Hire,102000,112000,0.1,22400,DPT-001,ROL-002
CMP-000837,EMP-00372,2025-05-04,Equity Refresh,112000,112000,0.1,15963,DPT-001,ROL-002
CMP-000838,EMP-00373,2022-12-04,Hire,116000,135000,0.1,27000,DPT-009,ROL-008
CMP-000839,EMP-00373,2023-12-28,Annual Adjustment,135000,140270,0.1,0,DPT-009,ROL-008
CMP-000840,EMP-00373,2024-07-10,Termination,135000,0,0,0,DPT-009,ROL-008
CMP-000841,EMP-00374,2021-07-12,Hire,158000,181000,0.2,181000,DPT-012,ROL-031
CMP-000842,EMP-00374,2022-07-27,Annual Adjustment,181000,185859,0.2,0,DPT-012,ROL-031
CMP-000843,EMP-00374,2023-04-16,Annual Adjustment,181000,190372,0.2,0,DPT-012,ROL-031
CMP-000844,EMP-00374,2024-03-11,Annual Adjustment,181000,189238,0.2,0,DPT-012,ROL-031
CMP-000845,EMP-00375,2024-08-12,Hire,103000,115000,0.1,23000,DPT-019,ROL-017
CMP-000846,EMP-00375,2025-03-12,Annual Adjustment,115000,121041,0.1,0,DPT-019,ROL-017
CMP-000847,EMP-00375,2025-11-20,Annual Adjustment,115000,117862,0.1,0,DPT-019,ROL-017
CMP-000848,EMP-00375,2026-01-19,Termination,115000,0,0,0,DPT-019,ROL-017
CMP-000849,EMP-00376,2024-01-13,Hire,55000,64000,0.1,12800,DPT-020,ROL-018
