snapshot_date,employee_id,department_id,role_id,location_id,manager_id,fte,base_salary_cad
2023-11-30,EMP-00616,DPT-025,ROL-031,LOC-002,EMP-00290,1.0,185000
2023-11-30,EMP-00620,DPT-001,ROL-025,LOC-001,EMP-00591,1.0,190000
2023-11-30,EMP-00625,DPT-002,ROL-032,LOC-004,,1.0,338000
2023-11-30,EMP-00626,DPT-007,ROL-004,LOC-004,EMP-00944,1.0,174000
2023-11-30,EMP-00627,DPT-016,ROL-016,LOC-006,EMP-00672,1.0,88000
2023-11-30,EMP-00629,DPT-001,ROL-025,LOC-002,EMP-00591,1.0,187000
2023-11-30,EMP-00633,DPT-023,ROL-023,LOC-001,EMP-01104,1.0,104000
2023-11-30,EMP-00635,DPT-004,ROL-032,LOC-003,,1.0,349000
2023-11-30,EMP-00636,DPT-025,ROL-022,LOC-004,EMP-00326,1.0,80000
2023-11-30,EMP-00641,DPT-019,ROL-017,LOC-004,,1.0,118000
2023-11-30,EMP-00643,DPT-017,ROL-029,LOC-002,EMP-00255,1.0,214000
2023-11-30,EMP-00644,DPT-002,ROL-028,LOC-001,,1.0,249000
2023-11-30,EMP-00645,DPT-011,ROL-012,LOC-001,EMP-00431,1.0,135000
2023-11-30,EMP-00646,DPT-013,ROL-014,LOC-004,EMP-00407,1.0,138000
2023-11-30,EMP-00647,DPT-026,ROL-034,LOC-001,EMP-00005,1.0,315000
2023-11-30,EMP-00649,DPT-019,ROL-016,LOC-007,EMP-00422,1.0,87000
2023-11-30,EMP-00650,DPT-021,ROL-022,LOC-007,EMP-01005,1.0,84000
2023-11-30,EMP-00653,DPT-021,ROL-025,LOC-005,EMP-01004,1.0,187000
2023-11-30,EMP-00656,DPT-013,ROL-012,LOC-004,EMP-00177,1.0,130000
2023-11-30,EMP-00658,DPT-021,ROL-023,LOC-001,EMP-00653,1.0,109000
2023-11-30,EMP-00666,DPT-012,ROL-010,LOC-001,EMP-00480,1.0,82000
2023-11-30,EMP-00667,DPT-014,ROL-013,LOC-004,EMP-00062,1.0,110000
2023-11-30,EMP-00670,DPT-004,ROL-001,LOC-001,,1.0,85000
2023-11-30,EMP-00673,DPT-026,ROL-026,LOC-004,,1.0,215000
2023-11-30,EMP-00675,DPT-013,ROL-027,LOC-004,EMP-00003,1.0,272000
2023-11-30,EMP-00680,DPT-015,ROL-012,LOC-001,EMP-00710,1.0,134000
2023-11-30,EMP-00685,DPT-009,ROL-009,LOC-001,,1.0,179000
2023-11-30,EMP-00687,DPT-003,ROL-004,LOC-001,EMP-00305,1.0,169000
2023-11-30,EMP-00688,DPT-024,ROL-029,LOC-003,EMP-00324,1.0,227000
2023-11-30,EMP-00690,DPT-023,ROL-023,LOC-002,EMP-00493,1.0,111000
2023-11-30,EMP-00691,DPT-020,ROL-026,LOC-004,EMP-00753,1.0,218000
2023-11-30,EMP-00697,DPT-025,ROL-023,LOC-001,EMP-00298,1.0,103000
2023-11-30,EMP-00698,DPT-012,ROL-011,LOC-001,EMP-00766,1.0,103000
2023-11-30,EMP-00699,DPT-019,ROL-029,LOC-004,,1.0,220000
2023-11-30,EMP-00700,DPT-008,ROL-004,LOC-002,,1.0,174000
2023-11-30,EMP-00706,DPT-013,ROL-031,LOC-001,,1.0,183000
2023-11-30,EMP-00710,DPT-015,ROL-031,LOC-004,EMP-00563,1.0,192000
2023-11-30,EMP-00713,DPT-026,ROL-022,LOC-001,EMP-00573,1.0,81000
2023-11-30,EMP-00714,DPT-006,ROL-004,LOC-001,EMP-00118,1.0,167000
2023-11-30,EMP-00715,DPT-021,ROL-024,LOC-004,EMP-00051,1.0,137000
2023-11-30,EMP-00719,DPT-023,ROL-022,LOC-001,,1.0,82000
2023-11-30,EMP-00722,DPT-009,ROL-021,LOC-001,EMP-00301,1.0,138000
2023-11-30,EMP-00724,DPT-023,ROL-022,LOC-001,EMP-01104,1.0,85000
2023-11-30,EMP-00727,DPT-004,ROL-003,LOC-001,EMP-00380,1.0,134000
2023-11-30,EMP-00729,DPT-018,ROL-017,LOC-006,,1.0,119000
2023-11-30,EMP-00731,DPT-023,ROL-033,LOC-001,EMP-00005,1.0,299000
2023-11-30,EMP-00733,DPT-010,ROL-009,LOC-001,,1.0,177000
2023-11-30,EMP-00734,DPT-022,ROL-029,LOC-001,,1.0,223000
2023-11-30,EMP-00737,DPT-020,ROL-019,LOC-001,EMP-00743,1.0,79000
2023-11-30,EMP-00738,DPT-021,ROL-024,LOC-004,EMP-00051,1.0,147000
2023-11-30,EMP-00750,DPT-016,ROL-015,LOC-001,,1.0,75000
2023-11-30,EMP-00752,DPT-023,ROL-023,LOC-001,EMP-01104,1.0,114000
2023-11-30,EMP-00753,DPT-020,ROL-033,LOC-001,EMP-00001,1.0,303000
2023-11-30,EMP-00756,DPT-020,ROL-019,LOC-001,EMP-00726,1.0,81000
2023-11-30,EMP-00759,DPT-019,ROL-016,LOC-001,EMP-00835,1.0,88000
2023-11-30,EMP-00763,DPT-023,ROL-024,LOC-004,,1.0,146000
2023-11-30,EMP-00766,DPT-012,ROL-025,LOC-001,EMP-00374,1.0,193000
2023-11-30,EMP-00767,DPT-012,ROL-011,LOC-001,EMP-00086,1.0,104000
2023-11-30,EMP-00770,DPT-014,ROL-013,LOC-003,EMP-00062,1.0,106000
2023-11-30,EMP-00773,DPT-001,ROL-027,LOC-005,EMP-00591,1.0,263000
2023-11-30,EMP-00774,DPT-001,ROL-003,LOC-003,,1.0,135000
2023-11-30,EMP-00775,DPT-005,ROL-006,LOC-004,EMP-00130,1.0,278000
2023-11-30,EMP-00776,DPT-001,ROL-001,LOC-001,EMP-00949,1.0,91000
2023-11-30,EMP-00777,DPT-020,ROL-017,LOC-002,EMP-00608,1.0,123000
2023-11-30,EMP-00779,DPT-010,ROL-021,LOC-004,,1.0,137000
2023-11-30,EMP-00783,DPT-013,ROL-011,LOC-001,EMP-00559,1.0,102000
2023-11-30,EMP-00784,DPT-006,ROL-029,LOC-001,EMP-00289,1.0,219000
2023-11-30,EMP-00786,DPT-026,ROL-022,LOC-007,EMP-00022,1.0,85000
2023-11-30,EMP-00787,DPT-012,ROL-011,LOC-003,,1.0,110000
2023-11-30,EMP-00788,DPT-008,ROL-005,LOC-001,EMP-00997,1.0,196000
2023-11-30,EMP-00790,DPT-020,ROL-018,LOC-007,,1.0,62000
2023-11-30,EMP-00792,DPT-011,ROL-031,LOC-001,EMP-00431,1.0,182000
2023-11-30,EMP-00798,DPT-006,ROL-003,LOC-004,,1.0,132000
2023-11-30,EMP-00802,DPT-023,ROL-025,LOC-004,EMP-00731,1.0,187000
2023-11-30,EMP-00806,DPT-005,ROL-002,LOC-001,EMP-00105,1.0,108000
2023-11-30,EMP-00807,DPT-005,ROL-005,LOC-001,EMP-00979,1.0,203000
2023-11-30,EMP-00810,DPT-001,ROL-003,LOC-001,EMP-00275,1.0,137000
2023-11-30,EMP-00811,DPT-002,ROL-002,LOC-002,EMP-00214,1.0,109000
2023-11-30,EMP-00812,DPT-006,ROL-025,LOC-001,EMP-00289,1.0,189000
2023-11-30,EMP-00815,DPT-016,ROL-016,LOC-004,EMP-00091,1.0,91000
2023-11-30,EMP-00816,DPT-021,ROL-023,LOC-001,EMP-00079,1.0,110000
2023-11-30,EMP-00818,DPT-006,ROL-032,LOC-001,EMP-00289,1.0,358000
2023-11-30,EMP-00819,DPT-003,ROL-004,LOC-001,EMP-00058,1.0,157000
2023-11-30,EMP-00820,DPT-021,ROL-023,LOC-002,EMP-00461,1.0,112000
2023-11-30,EMP-00821,DPT-004,ROL-003,LOC-006,EMP-01016,1.0,133000
2023-11-30,EMP-00823,DPT-012,ROL-010,LOC-001,EMP-00374,1.0,78000
2023-11-30,EMP-00825,DPT-017,ROL-025,LOC-003,EMP-00255,1.0,180000
2023-11-30,EMP-00830,DPT-021,ROL-024,LOC-001,EMP-00051,1.0,141000
2023-11-30,EMP-00831,DPT-012,ROL-014,LOC-004,EMP-00766,1.0,135000
2023-11-30,EMP-00840,DPT-026,ROL-024,LOC-001,,1.0,139000
2023-11-30,EMP-00841,DPT-001,ROL-030,LOC-002,,1.0,204000
2023-11-30,EMP-00845,DPT-004,ROL-002,LOC-004,,1.0,104000
2023-11-30,EMP-00846,DPT-006,ROL-028,LOC-001,EMP-00289,1.0,238000
2023-11-30,EMP-00851,DPT-009,ROL-009,LOC-004,EMP-00758,1.0,171000
2023-11-30,EMP-00853,DPT-008,ROL-003,LOC-004,,1.0,126000
2023-11-30,EMP-00854,DPT-023,ROL-023,LOC-002,,1.0,105000
2023-11-30,EMP-00855,DPT-002,ROL-001,LOC-007,EMP-00302,1.0,85000
2023-11-30,EMP-00857,DPT-004,ROL-005,LOC-001,EMP-01099,1.0,202000
2023-11-30,EMP-00860,DPT-023,ROL-024,LOC-002,EMP-00731,1.0,138000
2023-11-30,EMP-00866,DPT-020,ROL-019,LOC-001,EMP-00222,1.0,78000
2023-11-30,EMP-00867,DPT-003,ROL-003,LOC-001,EMP-01092,1.0,123000
2023-11-30,EMP-00870,DPT-016,ROL-016,LOC-001,EMP-00091,1.0,92000
2023-11-30,EMP-00872,DPT-013,ROL-013,LOC-007,,1.0,110000
2023-11-30,EMP-00873,DPT-001,ROL-029,LOC-001,,1.0,203000
2023-11-30,EMP-00875,DPT-023,ROL-022,LOC-001,EMP-01104,1.0,79000
2023-11-30,EMP-00876,DPT-002,ROL-034,LOC-003,,1.0,288000
2023-11-30,EMP-00883,DPT-023,ROL-023,LOC-001,,1.0,105000
2023-11-30,EMP-00884,DPT-010,ROL-030,LOC-003,EMP-00002,1.0,198000
2023-11-30,EMP-00887,DPT-002,ROL-005,LOC-003,,1.0,203000
2023-11-30,EMP-00889,DPT-018,ROL-015,LOC-006,EMP-00096,1.0,76000
2023-11-30,EMP-00890,DPT-006,ROL-001,LOC-006,EMP-00116,1.0,83000
2023-11-30,EMP-00892,DPT-011,ROL-012,LOC-002,EMP-00378,1.0,138000
2023-11-30,EMP-00893,DPT-020,ROL-015,LOC-002,EMP-00932,1.0,71000
2023-11-30,EMP-00894,DPT-026,ROL-023,LOC-005,EMP-00022,1.0,108000
2023-11-30,EMP-00895,DPT-012,ROL-013,LOC-004,EMP-00766,1.0,105000
2023-11-30,EMP-00897,DPT-024,ROL-022,LOC-001,EMP-00077,1.0,84000
2023-11-30,EMP-00898,DPT-007,ROL-028,LOC-001,EMP-00539,1.0,239000
2023-11-30,EMP-00903,DPT-009,ROL-021,LOC-006,EMP-00301,1.0,141000
2023-11-30,EMP-00904,DPT-001,ROL-004,LOC-003,,1.0,173000
2023-11-30,EMP-00910,DPT-006,ROL-004,LOC-005,EMP-00784,1.0,165000
2023-11-30,EMP-00912,DPT-007,ROL-004,LOC-006,EMP-00944,1.0,159000
2023-11-30,EMP-00914,DPT-005,ROL-003,LOC-001,EMP-00979,1.0,127000
2023-11-30,EMP-00915,DPT-001,ROL-026,LOC-001,EMP-00591,1.0,215000
2023-11-30,EMP-00916,DPT-001,ROL-004,LOC-001,EMP-00565,1.0,164000
2023-11-30,EMP-00918,DPT-021,ROL-023,LOC-001,EMP-01005,1.0,103000
2023-11-30,EMP-00919,DPT-001,ROL-002,LOC-005,EMP-00931,1.0,111000
2023-11-30,EMP-00921,DPT-016,ROL-017,LOC-001,,1.0,112000
2023-11-30,EMP-00922,DPT-026,ROL-024,LOC-001,EMP-00022,1.0,148000
2023-11-30,EMP-00924,DPT-013,ROL-014,LOC-001,EMP-00559,1.0,125000
2023-11-30,EMP-00928,DPT-021,ROL-023,LOC-004,,1.0,104000
2023-11-30,EMP-00931,DPT-001,ROL-028,LOC-001,EMP-00591,1.0,244000
2023-11-30,EMP-00936,DPT-003,ROL-034,LOC-002,EMP-00515,1.0,292000
2023-11-30,EMP-00939,DPT-001,ROL-029,LOC-001,,1.0,208000
2023-11-30,EMP-00942,DPT-012,ROL-031,LOC-004,EMP-00374,1.0,200000
2023-11-30,EMP-00944,DPT-007,ROL-025,LOC-006,EMP-00539,1.0,191000
2023-11-30,EMP-00948,DPT-004,ROL-001,LOC-006,,1.0,85000
2023-11-30,EMP-00949,DPT-001,ROL-030,LOC-001,EMP-00591,1.0,200000
2023-11-30,EMP-00950,DPT-009,ROL-026,LOC-004,EMP-00002,1.0,225000
2023-11-30,EMP-00952,DPT-020,ROL-016,LOC-001,EMP-00437,1.0,87000
2023-11-30,EMP-00954,DPT-016,ROL-017,LOC-005,EMP-00283,1.0,124000
2023-11-30,EMP-00957,DPT-003,ROL-003,LOC-002,EMP-00150,1.0,130000
2023-11-30,EMP-00959,DPT-006,ROL-005,LOC-004,EMP-00118,1.0,206000
2023-11-30,EMP-00964,DPT-015,ROL-010,LOC-004,EMP-00563,1.0,79000
2023-11-30,EMP-00967,DPT-017,ROL-025,LOC-004,EMP-00255,1.0,189000
2023-11-30,EMP-00968,DPT-017,ROL-015,LOC-002,EMP-00967,1.0,76000
2023-11-30,EMP-00969,DPT-020,ROL-015,LOC-001,EMP-00743,1.0,74000
2023-11-30,EMP-00971,DPT-019,ROL-027,LOC-001,EMP-00001,1.0,265000
2023-11-30,EMP-00975,DPT-023,ROL-027,LOC-001,,1.0,283000
2023-11-30,EMP-00981,DPT-016,ROL-015,LOC-001,,1.0,75000
2023-11-30,EMP-00984,DPT-012,ROL-010,LOC-001,EMP-00086,1.0,81000
2023-11-30,EMP-00986,DPT-008,ROL-003,LOC-002,EMP-00404,1.0,129000
2023-11-30,EMP-00988,DPT-023,ROL-022,LOC-002,,1.0,83000
2023-11-30,EMP-00992,DPT-002,ROL-003,LOC-007,,1.0,129000
2023-11-30,EMP-00993,DPT-016,ROL-017,LOC-004,,1.0,113000
2023-11-30,EMP-00994,DPT-003,ROL-004,LOC-004,EMP-00150,1.0,171000
2023-11-30,EMP-00999,DPT-008,ROL-004,LOC-003,EMP-00997,1.0,163000
2023-11-30,EMP-01002,DPT-003,ROL-003,LOC-001,EMP-00305,1.0,130000
2023-11-30,EMP-01004,DPT-021,ROL-034,LOC-001,EMP-00005,1.0,291000
2023-11-30,EMP-01007,DPT-002,ROL-002,LOC-004,EMP-00427,1.0,114000
2023-11-30,EMP-01009,DPT-023,ROL-024,LOC-007,,1.0,144000
2023-11-30,EMP-01010,DPT-008,ROL-003,LOC-001,EMP-00997,1.0,124000
2023-11-30,EMP-01014,DPT-024,ROL-030,LOC-004,EMP-00324,1.0,205000
2023-11-30,EMP-01016,DPT-004,ROL-031,LOC-001,EMP-00380,1.0,197000
2023-11-30,EMP-01019,DPT-024,ROL-024,LOC-003,EMP-01014,1.0,145000
2023-11-30,EMP-01020,DPT-003,ROL-003,LOC-001,EMP-00305,1.0,125000
2023-11-30,EMP-01022,DPT-020,ROL-017,LOC-001,EMP-00604,1.0,119000
2023-11-30,EMP-01026,DPT-007,ROL-005,LOC-004,EMP-00944,1.0,201000
2023-11-30,EMP-01029,DPT-015,ROL-012,LOC-003,EMP-00466,1.0,140000
2023-11-30,EMP-01033,DPT-003,ROL-004,LOC-001,EMP-00058,1.0,157000
2023-11-30,EMP-01035,DPT-007,ROL-002,LOC-006,EMP-00532,1.0,114000
2023-11-30,EMP-01039,DPT-005,ROL-026,LOC-001,EMP-00579,1.0,227000
2023-11-30,EMP-01040,DPT-012,ROL-014,LOC-003,,1.0,137000
2023-11-30,EMP-01044,DPT-006,ROL-005,LOC-001,EMP-00294,1.0,194000
2023-11-30,EMP-01049,DPT-001,ROL-002,LOC-007,EMP-00565,1.0,102000
2023-11-30,EMP-01051,DPT-018,ROL-029,LOC-001,EMP-00554,1.0,208000
2023-11-30,EMP-01057,DPT-009,ROL-021,LOC-007,,1.0,139000
2023-11-30,EMP-01065,DPT-016,ROL-025,LOC-006,EMP-00379,1.0,178000
2023-11-30,EMP-01066,DPT-001,ROL-004,LOC-001,EMP-00591,1.0,157000
2023-11-30,EMP-01067,DPT-006,ROL-025,LOC-001,EMP-00289,1.0,192000
2023-11-30,EMP-01068,DPT-008,ROL-003,LOC-004,EMP-00997,1.0,133000
2023-11-30,EMP-01069,DPT-016,ROL-025,LOC-004,EMP-00379,1.0,184000
2023-11-30,EMP-01070,DPT-008,ROL-004,LOC-005,EMP-00997,1.0,166000
2023-11-30,EMP-01071,DPT-001,ROL-029,LOC-005,EMP-00591,1.0,223000
2023-11-30,EMP-01072,DPT-006,ROL-002,LOC-001,,1.0,104000
2023-11-30,EMP-01073,DPT-003,ROL-026,LOC-003,EMP-00515,1.0,223000
2023-11-30,EMP-01076,DPT-011,ROL-014,LOC-003,EMP-00378,1.0,140000
2023-11-30,EMP-01078,DPT-009,ROL-009,LOC-001,EMP-00950,1.0,169000
2023-11-30,EMP-01080,DPT-022,ROL-022,LOC-007,EMP-00682,1.0,85000
2023-11-30,EMP-01082,DPT-015,ROL-013,LOC-001,EMP-00563,1.0,102000
2023-11-30,EMP-01085,DPT-009,ROL-007,LOC-004,EMP-00301,1.0,97000
2023-11-30,EMP-01086,DPT-017,ROL-016,LOC-001,EMP-01102,1.0,97000
2023-11-30,EMP-01095,DPT-021,ROL-023,LOC-002,EMP-01004,1.0,111000
2023-11-30,EMP-01098,DPT-016,ROL-017,LOC-002,EMP-00672,1.0,113000
2023-12-31,EMP-00001,DPT-006,ROL-035,LOC-001,EMP-00006,1.0,502000
2023-12-31,EMP-00003,DPT-011,ROL-037,LOC-001,EMP-00006,1.0,497000
2023-12-31,EMP-00004,DPT-021,ROL-038,LOC-001,EMP-00006,1.0,519000
2023-12-31,EMP-00005,DPT-023,ROL-039,LOC-001,EMP-00006,1.0,416000
2023-12-31,EMP-00006,DPT-025,ROL-040,LOC-001,EMP-00616,1.0,773000
2023-12-31,EMP-00007,DPT-001,ROL-003,LOC-007,,1.0,136000
2023-12-31,EMP-00009,DPT-008,ROL-002,LOC-005,EMP-00034,1.0,104000
2023-12-31,EMP-00011,DPT-006,ROL-025,LOC-001,,1.0,186000
2023-12-31,EMP-00014,DPT-005,ROL-004,LOC-001,EMP-00049,1.0,165000
2023-12-31,EMP-00021,DPT-012,ROL-012,LOC-003,EMP-00480,1.0,134000
2023-12-31,EMP-00025,DPT-013,ROL-014,LOC-001,EMP-00177,1.0,135000
2023-12-31,EMP-00031,DPT-021,ROL-023,LOC-005,EMP-00653,1.0,110000
2023-12-31,EMP-00032,DPT-024,ROL-024,LOC-001,EMP-01014,1.0,147000
2023-12-31,EMP-00037,DPT-020,ROL-018,LOC-004,EMP-00932,1.0,62000
2023-12-31,EMP-00038,DPT-008,ROL-005,LOC-002,EMP-00034,1.0,201000
2023-12-31,EMP-00040,DPT-002,ROL-004,LOC-004,EMP-00108,1.0,160000
2023-12-31,EMP-00045,DPT-023,ROL-023,LOC-001,EMP-00802,1.0,108000
2023-12-31,EMP-00048,DPT-002,ROL-005,LOC-001,EMP-00214,1.0,209000
2023-12-31,EMP-00049,DPT-005,ROL-025,LOC-004,EMP-00579,1.0,194000
2023-12-31,EMP-00051,DPT-021,ROL-034,LOC-004,EMP-01004,1.0,311000
2023-12-31,EMP-00054,DPT-008,ROL-004,LOC-006,EMP-00404,1.0,159000
2023-12-31,EMP-00055,DPT-007,ROL-002,LOC-001,EMP-00898,1.0,107000
2023-12-31,EMP-00056,DPT-014,ROL-014,LOC-001,,1.0,128000
2023-12-31,EMP-00059,DPT-021,ROL-022,LOC-001,,1.0,83000
2023-12-31,EMP-00060,DPT-001,ROL-003,LOC-005,EMP-00629,1.0,127000
2023-12-31,EMP-00062,DPT-014,ROL-026,LOC-001,EMP-00003,1.0,213000
2023-12-31,EMP-00069,DPT-021,ROL-024,LOC-004,,1.0,142000
2023-12-31,EMP-00073,DPT-024,ROL-031,LOC-006,EMP-00324,1.0,179000
2023-12-31,EMP-00074,DPT-005,ROL-003,LOC-001,EMP-00105,1.0,130000
2023-12-31,EMP-00075,DPT-018,ROL-016,LOC-001,EMP-00166,1.0,93000
2023-12-31,EMP-00077,DPT-024,ROL-025,LOC-002,EMP-00324,1.0,193000
2023-12-31,EMP-00078,DPT-020,ROL-016,LOC-004,,1.0,95000
2023-12-31,EMP-00079,DPT-021,ROL-027,LOC-004,EMP-01004,1.0,283000
2023-12-31,EMP-00083,DPT-003,ROL-028,LOC-005,EMP-00515,1.0,234000
2023-12-31,EMP-00084,DPT-024,ROL-032,LOC-007,EMP-00324,1.0,342000
2023-12-31,EMP-00085,DPT-023,ROL-024,LOC-003,EMP-00731,1.0,148000
2023-12-31,EMP-00086,DPT-012,ROL-029,LOC-004,EMP-00374,1.0,219000
2023-12-31,EMP-00087,DPT-016,ROL-016,LOC-005,EMP-00581,1.0,92000
2023-12-31,EMP-00090,DPT-023,ROL-024,LOC-007,EMP-00731,1.0,132000
2023-12-31,EMP-00092,DPT-005,ROL-003,LOC-001,EMP-00419,1.0,128000
2023-12-31,EMP-00093,DPT-011,ROL-014,LOC-001,EMP-00530,1.0,136000
2023-12-31,EMP-00094,DPT-004,ROL-025,LOC-001,EMP-00380,1.0,186000
2023-12-31,EMP-00095,DPT-008,ROL-002,LOC-001,EMP-00034,1.0,112000
2023-12-31,EMP-00096,DPT-018,ROL-025,LOC-004,EMP-00554,1.0,183000
2023-12-31,EMP-00098,DPT-005,ROL-028,LOC-002,EMP-00579,1.0,246000
2023-12-31,EMP-00099,DPT-019,ROL-017,LOC-002,,1.0,112000
2023-12-31,EMP-00101,DPT-020,ROL-019,LOC-004,,1.0,77000
2023-12-31,EMP-00104,DPT-001,ROL-004,LOC-002,EMP-00620,1.0,168000
2023-12-31,EMP-00105,DPT-005,ROL-028,LOC-002,EMP-00579,1.0,228000
2023-12-31,EMP-00106,DPT-010,ROL-020,LOC-002,EMP-00884,1.0,105000
2023-12-31,EMP-00107,DPT-006,ROL-003,LOC-003,EMP-01067,1.0,132000
2023-12-31,EMP-00108,DPT-002,ROL-026,LOC-001,EMP-00001,1.0,222000
2023-12-31,EMP-00115,DPT-006,ROL-004,LOC-004,,1.0,168000
2023-12-31,EMP-00116,DPT-006,ROL-034,LOC-007,EMP-00289,1.0,317000
2023-12-31,EMP-00117,DPT-004,ROL-002,LOC-001,EMP-00155,1.0,106000
2023-12-31,EMP-00120,DPT-020,ROL-026,LOC-001,,1.0,215000
2023-12-31,EMP-00121,DPT-010,ROL-020,LOC-004,EMP-00884,1.0,107000
2023-12-31,EMP-00126,DPT-012,ROL-010,LOC-004,EMP-00766,1.0,84000
2023-12-31,EMP-00129,DPT-022,ROL-030,LOC-002,EMP-00237,1.0,217000
2023-12-31,EMP-00130,DPT-005,ROL-025,LOC-002,EMP-00579,1.0,183000
2023-12-31,EMP-00131,DPT-017,ROL-016,LOC-003,EMP-00951,1.0,96000
2023-12-31,EMP-00135,DPT-001,ROL-004,LOC-001,,1.0,164000
2023-12-31,EMP-00150,DPT-003,ROL-025,LOC-005,EMP-00515,1.0,191000
2023-12-31,EMP-00152,DPT-003,ROL-002,LOC-005,EMP-00838,1.0,103000
2023-12-31,EMP-00153,DPT-016,ROL-028,LOC-004,EMP-00379,1.0,245000
2023-12-31,EMP-00154,DPT-005,ROL-005,LOC-001,EMP-00098,1.0,209000
2023-12-31,EMP-00155,DPT-004,ROL-029,LOC-006,EMP-00380,1.0,208000
2023-12-31,EMP-00156,DPT-003,ROL-003,LOC-002,EMP-01089,1.0,133000
2023-12-31,EMP-00157,DPT-003,ROL-005,LOC-001,EMP-01092,1.0,204000
2023-12-31,EMP-00159,DPT-001,ROL-002,LOC-001,EMP-00721,1.0,104000
2023-12-31,EMP-00163,DPT-001,ROL-005,LOC-001,,1.0,194000
2023-12-31,EMP-00169,DPT-006,ROL-002,LOC-003,EMP-00784,1.0,114000
2023-12-31,EMP-00172,DPT-012,ROL-010,LOC-003,,1.0,78000
2023-12-31,EMP-00173,DPT-001,ROL-002,LOC-007,,1.0,112000
2023-12-31,EMP-00178,DPT-023,ROL-022,LOC-007,EMP-00731,1.0,83000
2023-12-31,EMP-00182,DPT-012,ROL-028,LOC-001,,1.0,248000
2023-12-31,EMP-00183,DPT-021,ROL-024,LOC-001,EMP-01004,1.0,139000
2023-12-31,EMP-00185,DPT-023,ROL-022,LOC-007,,1.0,84000
2023-12-31,EMP-00187,DPT-002,ROL-002,LOC-001,EMP-00907,1.0,114000
2023-12-31,EMP-00189,DPT-019,ROL-017,LOC-001,,1.0,124000
2023-12-31,EMP-00194,DPT-002,ROL-002,LOC-001,,1.0,107000
2023-12-31,EMP-00196,DPT-002,ROL-005,LOC-006,EMP-01096,1.0,195000
2023-12-31,EMP-00198,DPT-016,ROL-015,LOC-001,EMP-00849,1.0,71000
2023-12-31,EMP-00199,DPT-002,ROL-002,LOC-001,EMP-00300,1.0,107000
2023-12-31,EMP-00204,DPT-006,ROL-004,LOC-001,EMP-00818,1.0,167000
2023-12-31,EMP-00208,DPT-002,ROL-002,LOC-001,EMP-00371,1.0,114000
2023-12-31,EMP-00209,DPT-020,ROL-017,LOC-001,EMP-00726,1.0,115000
2023-12-31,EMP-00213,DPT-009,ROL-009,LOC-001,EMP-00758,1.0,174000
2023-12-31,EMP-00214,DPT-002,ROL-025,LOC-003,EMP-00108,1.0,183000
2023-12-31,EMP-00216,DPT-007,ROL-001,LOC-001,EMP-00539,1.0,90000
2023-12-31,EMP-00217,DPT-007,ROL-004,LOC-001,EMP-00539,1.0,165000
2023-12-31,EMP-00220,DPT-004,ROL-001,LOC-007,EMP-00494,1.0,92000
2023-12-31,EMP-00222,DPT-020,ROL-030,LOC-006,EMP-00753,1.0,201000
2023-12-31,EMP-00223,DPT-002,ROL-001,LOC-006,EMP-00907,1.0,88000
2023-12-31,EMP-00225,DPT-024,ROL-022,LOC-003,EMP-00688,1.0,85000
2023-12-31,EMP-00227,DPT-025,ROL-024,LOC-007,EMP-00326,1.0,145000
2023-12-31,EMP-00231,DPT-006,ROL-003,LOC-001,EMP-00846,1.0,128000
2023-12-31,EMP-00233,DPT-012,ROL-014,LOC-004,EMP-00942,1.0,129000
2023-12-31,EMP-00235,DPT-003,ROL-002,LOC-001,EMP-01092,1.0,114000
2023-12-31,EMP-00236,DPT-001,ROL-005,LOC-004,EMP-00580,1.0,209000
2023-12-31,EMP-00237,DPT-022,ROL-034,LOC-001,EMP-00005,1.0,312000
2023-12-31,EMP-00238,DPT-010,ROL-009,LOC-002,,1.0,166000
2023-12-31,EMP-00239,DPT-001,ROL-027,LOC-002,EMP-00591,1.0,270000
2023-12-31,EMP-00240,DPT-023,ROL-023,LOC-001,,1.0,103000
2023-12-31,EMP-00241,DPT-026,ROL-023,LOC-001,,1.0,105000
2023-12-31,EMP-00242,DPT-019,ROL-034,LOC-006,EMP-00971,1.0,317000
2023-12-31,EMP-00243,DPT-018,ROL-015,LOC-004,EMP-01051,1.0,71000
2023-12-31,EMP-00245,DPT-005,ROL-004,LOC-004,EMP-00098,1.0,159000
2023-12-31,EMP-00248,DPT-004,ROL-003,LOC-002,EMP-00494,1.0,125000
2023-12-31,EMP-00251,DPT-008,ROL-001,LOC-004,EMP-00997,1.0,85000
2023-12-31,EMP-00252,DPT-020,ROL-018,LOC-004,EMP-00608,1.0,65000
2023-12-31,EMP-00256,DPT-009,ROL-025,LOC-001,EMP-00950,1.0,196000
2023-12-31,EMP-00257,DPT-018,ROL-016,LOC-007,EMP-00554,1.0,92000
2023-12-31,EMP-00259,DPT-024,ROL-022,LOC-004,EMP-00688,1.0,82000
2023-12-31,EMP-00265,DPT-007,ROL-004,LOC-001,EMP-00539,1.0,168000
2023-12-31,EMP-00266,DPT-017,ROL-016,LOC-001,EMP-00475,1.0,93000
2023-12-31,EMP-00267,DPT-018,ROL-017,LOC-004,EMP-00584,1.0,120000
2023-12-31,EMP-00269,DPT-006,ROL-003,LOC-001,EMP-00118,1.0,124000
2023-12-31,EMP-00270,DPT-009,ROL-008,LOC-004,EMP-00256,1.0,135000
