attestation_record_id,employee_id,attestation_type,attestation_name,is_mandatory,due_date,completed_date,status,days_overdue,department_id
ATR-000529,EMP-00161,ATT-COI,Conflict of Interest,Yes,2026-04-28,2026-04-26,Completed,0,DPT-001
ATR-000530,EMP-00161,ATT-COC,Code of Conduct Attestation,Yes,2025-12-24,2025-12-16,Completed,0,DPT-001
ATR-000531,EMP-00161,ATT-PRV,Privacy & Data Handling,Yes,2025-07-14,2025-10-06,Completed,0,DPT-001
ATR-000532,EMP-00161,ATT-INS,Insider Trading Window,Yes,2025-12-29,2025-12-15,Completed,0,DPT-001
ATR-000533,EMP-00162,ATT-COI,Conflict of Interest,Yes,2026-04-03,2026-03-26,Completed,0,DPT-020
ATR-000534,EMP-00162,ATT-COC,Code of Conduct Attestation,Yes,2026-03-04,2026-02-24,Completed,0,DPT-020
ATR-000535,EMP-00162,ATT-PRV,Privacy & Data Handling,Yes,2025-10-06,2025-09-25,Completed,0,DPT-020
ATR-000536,EMP-00162,ATT-INS,Insider Trading Window,Yes,2026-02-11,2026-01-30,Completed,0,DPT-020
ATR-000537,EMP-00164,ATT-COI,Conflict of Interest,Yes,2025-07-12,2025-06-25,Completed,0,DPT-006
ATR-000538,EMP-00164,ATT-COC,Code of Conduct Attestation,Yes,2025-07-16,2025-07-06,Completed,0,DPT-006
ATR-000539,EMP-00164,ATT-PRV,Privacy & Data Handling,Yes,2025-06-09,2025-05-28,Completed,0,DPT-006
ATR-000540,EMP-00164,ATT-INS,Insider Trading Window,Yes,2026-04-22,2026-04-05,Completed,0,DPT-006
ATR-000541,EMP-00165,ATT-COI,Conflict of Interest,Yes,2026-01-13,2026-01-11,Completed,0,DPT-020
ATR-000542,EMP-00165,ATT-COC,Code of Conduct Attestation,Yes,2025-07-21,2025-07-18,Completed,0,DPT-020
ATR-000543,EMP-00165,ATT-PRV,Privacy & Data Handling,Yes,2026-02-10,2026-02-08,Completed,0,DPT-020
ATR-000544,EMP-00165,ATT-INS,Insider Trading Window,Yes,2026-02-06,2026-01-18,Completed,0,DPT-020
ATR-000545,EMP-00166,ATT-COI,Conflict of Interest,Yes,2025-09-21,2025-09-17,Completed,0,DPT-018
ATR-000546,EMP-00166,ATT-COC,Code of Conduct Attestation,Yes,2026-01-09,2026-01-02,Completed,0,DPT-018
ATR-000547,EMP-00166,ATT-PRV,Privacy & Data Handling,Yes,2026-03-21,2026-03-19,Completed,0,DPT-018
ATR-000548,EMP-00166,ATT-INS,Insider Trading Window,Yes,2026-04-02,2026-03-25,Completed,0,DPT-018
ATR-000549,EMP-00167,ATT-COI,Conflict of Interest,Yes,2026-01-04,2025-12-16,Completed,0,DPT-005
ATR-000550,EMP-00167,ATT-COC,Code of Conduct Attestation,Yes,2025-11-18,2025-11-09,Completed,0,DPT-005
ATR-000551,EMP-00167,ATT-PRV,Privacy & Data Handling,Yes,2025-11-09,2025-11-02,Completed,0,DPT-005
ATR-000552,EMP-00167,ATT-INS,Insider Trading Window,Yes,2026-02-15,2026-01-28,Completed,0,DPT-005
ATR-000553,EMP-00168,ATT-COI,Conflict of Interest,Yes,2025-08-19,2025-07-31,Completed,0,DPT-002
ATR-000554,EMP-00168,ATT-COC,Code of Conduct Attestation,Yes,2026-02-01,2026-01-25,Completed,0,DPT-002
ATR-000555,EMP-00168,ATT-PRV,Privacy & Data Handling,Yes,2026-03-18,2026-03-03,Completed,0,DPT-002
ATR-000556,EMP-00168,ATT-INS,Insider Trading Window,Yes,2026-03-29,2026-03-19,Completed,0,DPT-002
ATR-000557,EMP-00169,ATT-COI,Conflict of Interest,Yes,2025-11-19,2025-11-02,Completed,0,DPT-006
ATR-000558,EMP-00169,ATT-COC,Code of Conduct Attestation,Yes,2025-07-09,2025-06-28,Completed,0,DPT-006
ATR-000559,EMP-00169,ATT-PRV,Privacy & Data Handling,Yes,2026-05-10,2026-05-06,Completed,0,DPT-006
ATR-000560,EMP-00169,ATT-INS,Insider Trading Window,Yes,2026-02-28,2026-02-15,Completed,0,DPT-006
ATR-000561,EMP-00170,ATT-COI,Conflict of Interest,Yes,2026-04-22,2026-04-16,Completed,0,DPT-005
ATR-000562,EMP-00170,ATT-COC,Code of Conduct Attestation,Yes,2026-05-13,2026-05-04,Completed,0,DPT-005
ATR-000563,EMP-00170,ATT-PRV,Privacy & Data Handling,Yes,2025-06-16,2025-08-12,Completed,0,DPT-005
ATR-000564,EMP-00170,ATT-INS,Insider Trading Window,Yes,2026-01-11,2026-01-04,Completed,0,DPT-005
ATR-000565,EMP-00175,ATT-COI,Conflict of Interest,Yes,2026-03-27,2026-03-11,Completed,0,DPT-016
ATR-000566,EMP-00175,ATT-COC,Code of Conduct Attestation,Yes,2025-09-20,2025-09-11,Completed,0,DPT-016
ATR-000567,EMP-00175,ATT-PRV,Privacy & Data Handling,Yes,2026-02-18,2026-01-30,Completed,0,DPT-016
ATR-000568,EMP-00175,ATT-INS,Insider Trading Window,Yes,2025-12-07,2025-11-28,Completed,0,DPT-016
ATR-000569,EMP-00176,ATT-COI,Conflict of Interest,Yes,2025-09-24,2025-09-16,Completed,0,DPT-003
ATR-000570,EMP-00176,ATT-COC,Code of Conduct Attestation,Yes,2025-07-22,2025-07-03,Completed,0,DPT-003
ATR-000571,EMP-00176,ATT-PRV,Privacy & Data Handling,Yes,2026-05-09,2026-04-25,Completed,0,DPT-003
ATR-000572,EMP-00176,ATT-INS,Insider Trading Window,Yes,2026-01-14,2026-01-08,Completed,0,DPT-003
ATR-000573,EMP-00177,ATT-COI,Conflict of Interest,Yes,2025-11-03,2025-10-14,Completed,0,DPT-013
ATR-000574,EMP-00177,ATT-COC,Code of Conduct Attestation,Yes,2025-10-10,2025-10-06,Completed,0,DPT-013
ATR-000575,EMP-00177,ATT-PRV,Privacy & Data Handling,Yes,2025-08-30,2025-08-10,Completed,0,DPT-013
ATR-000576,EMP-00177,ATT-INS,Insider Trading Window,Yes,2026-01-03,2025-12-14,Completed,0,DPT-013
ATR-000577,EMP-00178,ATT-COI,Conflict of Interest,Yes,2025-10-10,2025-09-21,Completed,0,DPT-023
ATR-000578,EMP-00178,ATT-COC,Code of Conduct Attestation,Yes,2026-01-24,2026-01-08,Completed,0,DPT-023
ATR-000579,EMP-00178,ATT-PRV,Privacy & Data Handling,Yes,2025-10-07,2025-09-27,Completed,0,DPT-023
ATR-000580,EMP-00178,ATT-INS,Insider Trading Window,Yes,2025-12-14,2025-12-02,Completed,0,DPT-023
ATR-000581,EMP-00179,ATT-COI,Conflict of Interest,Yes,2026-01-25,,Overdue,119,DPT-017
ATR-000582,EMP-00179,ATT-COC,Code of Conduct Attestation,Yes,2025-08-02,2025-09-16,Completed,0,DPT-017
ATR-000583,EMP-00179,ATT-PRV,Privacy & Data Handling,Yes,2026-04-29,2026-04-17,Completed,0,DPT-017
ATR-000584,EMP-00179,ATT-INS,Insider Trading Window,Yes,2026-01-11,2026-01-06,Completed,0,DPT-017
ATR-000585,EMP-00180,ATT-COI,Conflict of Interest,Yes,2025-08-24,2025-08-14,Completed,0,DPT-010
ATR-000586,EMP-00180,ATT-COC,Code of Conduct Attestation,Yes,2025-10-22,2025-10-14,Completed,0,DPT-010
ATR-000587,EMP-00180,ATT-PRV,Privacy & Data Handling,Yes,2025-12-13,2025-11-23,Completed,0,DPT-010
ATR-000588,EMP-00180,ATT-INS,Insider Trading Window,Yes,2026-03-16,2026-03-02,Completed,0,DPT-010
ATR-000589,EMP-00181,ATT-COI,Conflict of Interest,Yes,2025-08-12,2025-07-23,Completed,0,DPT-001
ATR-000590,EMP-00181,ATT-COC,Code of Conduct Attestation,Yes,2025-07-16,2025-07-14,Completed,0,DPT-001
ATR-000591,EMP-00181,ATT-PRV,Privacy & Data Handling,Yes,2025-10-21,2025-10-17,Completed,0,DPT-001
ATR-000592,EMP-00181,ATT-INS,Insider Trading Window,Yes,2025-12-12,2025-11-24,Completed,0,DPT-001
ATR-000593,EMP-00183,ATT-COI,Conflict of Interest,Yes,2025-09-12,2025-08-27,Completed,0,DPT-021
ATR-000594,EMP-00183,ATT-COC,Code of Conduct Attestation,Yes,2025-08-23,2025-08-16,Completed,0,DPT-021
ATR-000595,EMP-00183,ATT-PRV,Privacy & Data Handling,Yes,2025-06-06,2025-05-28,Completed,0,DPT-021
ATR-000596,EMP-00183,ATT-INS,Insider Trading Window,Yes,2026-01-09,2025-12-27,Completed,0,DPT-021
ATR-000597,EMP-00186,ATT-COI,Conflict of Interest,Yes,2026-02-19,2026-02-16,Completed,0,DPT-016
ATR-000598,EMP-00186,ATT-COC,Code of Conduct Attestation,Yes,2026-02-26,2026-02-23,Completed,0,DPT-016
ATR-000599,EMP-00186,ATT-PRV,Privacy & Data Handling,Yes,2025-07-18,2025-08-05,Completed,0,DPT-016
ATR-000600,EMP-00186,ATT-INS,Insider Trading Window,Yes,2026-02-15,2026-01-31,Completed,0,DPT-016
ATR-000601,EMP-00187,ATT-COI,Conflict of Interest,Yes,2025-08-24,2025-08-21,Completed,0,DPT-002
ATR-000602,EMP-00187,ATT-COC,Code of Conduct Attestation,Yes,2026-05-14,2026-05-10,Completed,0,DPT-002
ATR-000603,EMP-00187,ATT-PRV,Privacy & Data Handling,Yes,2025-07-19,2025-07-03,Completed,0,DPT-002
ATR-000604,EMP-00187,ATT-INS,Insider Trading Window,Yes,2026-02-25,2026-02-13,Completed,0,DPT-002
ATR-000605,EMP-00188,ATT-COI,Conflict of Interest,Yes,2026-04-30,2026-04-11,Completed,0,DPT-023
ATR-000606,EMP-00188,ATT-COC,Code of Conduct Attestation,Yes,2025-09-11,2025-09-05,Completed,0,DPT-023
ATR-000607,EMP-00188,ATT-PRV,Privacy & Data Handling,Yes,2025-06-25,2025-06-18,Completed,0,DPT-023
ATR-000608,EMP-00188,ATT-INS,Insider Trading Window,Yes,2026-05-05,2026-04-19,Completed,0,DPT-023
ATR-000609,EMP-00190,ATT-COI,Conflict of Interest,Yes,2025-09-13,2025-08-27,Completed,0,DPT-012
ATR-000610,EMP-00190,ATT-COC,Code of Conduct Attestation,Yes,2026-03-02,2026-02-17,Completed,0,DPT-012
ATR-000611,EMP-00190,ATT-PRV,Privacy & Data Handling,Yes,2026-03-25,2026-03-06,Completed,0,DPT-012
ATR-000612,EMP-00190,ATT-INS,Insider Trading Window,Yes,2026-01-14,2026-01-12,Completed,0,DPT-012
ATR-000613,EMP-00191,ATT-COI,Conflict of Interest,Yes,2026-04-04,2026-04-03,Completed,0,DPT-025
ATR-000614,EMP-00191,ATT-COC,Code of Conduct Attestation,Yes,2025-12-23,2025-12-08,Completed,0,DPT-025
ATR-000615,EMP-00191,ATT-PRV,Privacy & Data Handling,Yes,2025-06-10,2025-05-22,Completed,0,DPT-025
ATR-000616,EMP-00191,ATT-INS,Insider Trading Window,Yes,2026-04-11,2026-03-31,Completed,0,DPT-025
ATR-000617,EMP-00192,ATT-COI,Conflict of Interest,Yes,2026-04-17,2026-03-28,Completed,0,DPT-020
ATR-000618,EMP-00192,ATT-COC,Code of Conduct Attestation,Yes,2026-03-20,2026-03-16,Completed,0,DPT-020
ATR-000619,EMP-00192,ATT-PRV,Privacy & Data Handling,Yes,2026-04-26,2026-04-06,Completed,0,DPT-020
ATR-000620,EMP-00192,ATT-INS,Insider Trading Window,Yes,2025-12-17,2025-12-02,Completed,0,DPT-020
ATR-000621,EMP-00195,ATT-COI,Conflict of Interest,Yes,2025-09-12,2025-08-29,Completed,0,DPT-002
ATR-000622,EMP-00195,ATT-COC,Code of Conduct Attestation,Yes,2025-09-13,2025-08-31,Completed,0,DPT-002
ATR-000623,EMP-00195,ATT-PRV,Privacy & Data Handling,Yes,2025-06-20,2025-06-09,Completed,0,DPT-002
ATR-000624,EMP-00195,ATT-INS,Insider Trading Window,Yes,2026-04-16,2026-03-28,Completed,0,DPT-002
ATR-000625,EMP-00196,ATT-COI,Conflict of Interest,Yes,2025-07-10,2025-06-21,Completed,0,DPT-002
ATR-000626,EMP-00196,ATT-COC,Code of Conduct Attestation,Yes,2025-09-15,2025-09-12,Completed,0,DPT-002
ATR-000627,EMP-00196,ATT-PRV,Privacy & Data Handling,Yes,2025-10-18,2025-10-02,Completed,0,DPT-002
ATR-000628,EMP-00196,ATT-INS,Insider Trading Window,Yes,2026-01-28,2026-01-08,Completed,0,DPT-002
ATR-000629,EMP-00197,ATT-COI,Conflict of Interest,Yes,2025-10-07,2025-10-05,Completed,0,DPT-022
ATR-000630,EMP-00197,ATT-COC,Code of Conduct Attestation,Yes,2026-01-18,2026-01-06,Completed,0,DPT-022
ATR-000631,EMP-00197,ATT-PRV,Privacy & Data Handling,Yes,2025-09-06,2025-08-25,Completed,0,DPT-022
ATR-000632,EMP-00197,ATT-INS,Insider Trading Window,Yes,2026-05-11,2026-04-30,Completed,0,DPT-022
ATR-000633,EMP-00198,ATT-COI,Conflict of Interest,Yes,2025-09-14,2025-09-02,Completed,0,DPT-016
ATR-000634,EMP-00198,ATT-COC,Code of Conduct Attestation,Yes,2025-07-28,2025-07-26,Completed,0,DPT-016
ATR-000635,EMP-00198,ATT-PRV,Privacy & Data Handling,Yes,2025-07-15,2025-07-02,Completed,0,DPT-016
ATR-000636,EMP-00198,ATT-INS,Insider Trading Window,Yes,2025-12-05,2025-11-16,Completed,0,DPT-016
ATR-000637,EMP-00199,ATT-COI,Conflict of Interest,Yes,2025-12-24,2025-12-13,Completed,0,DPT-002
ATR-000638,EMP-00199,ATT-COC,Code of Conduct Attestation,Yes,2026-02-09,2026-02-07,Completed,0,DPT-002
ATR-000639,EMP-00199,ATT-PRV,Privacy & Data Handling,Yes,2025-08-01,2025-07-16,Completed,0,DPT-002
ATR-000640,EMP-00199,ATT-INS,Insider Trading Window,Yes,2026-03-15,2026-03-04,Completed,0,DPT-002
ATR-000641,EMP-00200,ATT-COI,Conflict of Interest,Yes,2025-09-18,2025-09-03,Completed,0,DPT-003
ATR-000642,EMP-00200,ATT-COC,Code of Conduct Attestation,Yes,2026-02-19,2026-02-16,Completed,0,DPT-003
ATR-000643,EMP-00200,ATT-PRV,Privacy & Data Handling,Yes,2026-04-02,2026-03-25,Completed,0,DPT-003
ATR-000644,EMP-00200,ATT-INS,Insider Trading Window,Yes,2026-01-31,2026-01-26,Completed,0,DPT-003
ATR-000645,EMP-00201,ATT-COI,Conflict of Interest,Yes,2026-01-14,2026-01-02,Completed,0,DPT-005
ATR-000646,EMP-00201,ATT-COC,Code of Conduct Attestation,Yes,2026-03-20,2026-03-13,Completed,0,DPT-005
ATR-000647,EMP-00201,ATT-PRV,Privacy & Data Handling,Yes,2026-01-08,2025-12-19,Completed,0,DPT-005
ATR-000648,EMP-00201,ATT-INS,Insider Trading Window,Yes,2025-12-02,2025-11-18,Completed,0,DPT-005
ATR-000649,EMP-00202,ATT-COI,Conflict of Interest,Yes,2025-07-15,2025-06-30,Completed,0,DPT-013
ATR-000650,EMP-00202,ATT-COC,Code of Conduct Attestation,Yes,2025-11-08,2025-10-26,Completed,0,DPT-013
ATR-000651,EMP-00202,ATT-PRV,Privacy & Data Handling,Yes,2026-01-23,2026-01-21,Completed,0,DPT-013
ATR-000652,EMP-00202,ATT-INS,Insider Trading Window,Yes,2026-04-30,2026-04-22,Completed,0,DPT-013
ATR-000653,EMP-00204,ATT-COI,Conflict of Interest,Yes,2025-06-08,2025-06-01,Completed,0,DPT-006
ATR-000654,EMP-00204,ATT-COC,Code of Conduct Attestation,Yes,2025-11-09,2025-11-01,Completed,0,DPT-006
ATR-000655,EMP-00204,ATT-PRV,Privacy & Data Handling,Yes,2025-08-17,2025-08-11,Completed,0,DPT-006
ATR-000656,EMP-00204,ATT-INS,Insider Trading Window,Yes,2026-01-14,2026-01-10,Completed,0,DPT-006
ATR-000657,EMP-00205,ATT-COI,Conflict of Interest,Yes,2026-03-29,2026-03-27,Completed,0,DPT-018
ATR-000658,EMP-00205,ATT-COC,Code of Conduct Attestation,Yes,2026-02-09,2026-02-06,Completed,0,DPT-018
ATR-000659,EMP-00205,ATT-PRV,Privacy & Data Handling,Yes,2025-09-17,2025-09-15,Completed,0,DPT-018
ATR-000660,EMP-00205,ATT-INS,Insider Trading Window,Yes,2026-04-27,2026-04-22,Completed,0,DPT-018
ATR-000661,EMP-00206,ATT-COI,Conflict of Interest,Yes,2025-08-22,2025-08-15,Completed,0,DPT-020
ATR-000662,EMP-00206,ATT-COC,Code of Conduct Attestation,Yes,2025-10-13,2025-09-28,Completed,0,DPT-020
ATR-000663,EMP-00206,ATT-PRV,Privacy & Data Handling,Yes,2026-03-18,2026-03-16,Completed,0,DPT-020
ATR-000664,EMP-00206,ATT-INS,Insider Trading Window,Yes,2026-05-01,2026-04-17,Completed,0,DPT-020
ATR-000665,EMP-00207,ATT-COI,Conflict of Interest,Yes,2026-04-02,2026-03-18,Completed,0,DPT-009
ATR-000666,EMP-00207,ATT-COC,Code of Conduct Attestation,Yes,2025-11-12,2025-10-26,Completed,0,DPT-009
ATR-000667,EMP-00207,ATT-PRV,Privacy & Data Handling,Yes,2026-01-25,2026-01-13,Completed,0,DPT-009
ATR-000668,EMP-00207,ATT-INS,Insider Trading Window,Yes,2026-04-07,2026-03-19,Completed,0,DPT-009
ATR-000669,EMP-00208,ATT-COI,Conflict of Interest,Yes,2026-05-09,2026-05-06,Completed,0,DPT-002
ATR-000670,EMP-00208,ATT-COC,Code of Conduct Attestation,Yes,2025-08-25,2025-08-09,Completed,0,DPT-002
ATR-000671,EMP-00208,ATT-PRV,Privacy & Data Handling,Yes,2026-04-18,2026-03-30,Completed,0,DPT-002
ATR-000672,EMP-00208,ATT-INS,Insider Trading Window,Yes,2026-04-04,2026-03-18,Completed,0,DPT-002
ATR-000673,EMP-00209,ATT-COI,Conflict of Interest,Yes,2026-01-25,2026-01-24,Completed,0,DPT-020
ATR-000674,EMP-00209,ATT-COC,Code of Conduct Attestation,Yes,2026-04-14,2026-04-08,Completed,0,DPT-020
ATR-000675,EMP-00209,ATT-PRV,Privacy & Data Handling,Yes,2026-05-02,2026-04-21,Completed,0,DPT-020
ATR-000676,EMP-00209,ATT-INS,Insider Trading Window,Yes,2026-01-18,2025-12-29,Completed,0,DPT-020
ATR-000677,EMP-00210,ATT-COI,Conflict of Interest,Yes,2026-05-15,2026-04-28,Completed,0,DPT-012
ATR-000678,EMP-00210,ATT-COC,Code of Conduct Attestation,Yes,2026-02-05,2026-01-22,Completed,0,DPT-012
ATR-000679,EMP-00210,ATT-PRV,Privacy & Data Handling,Yes,2026-04-14,2026-03-28,Completed,0,DPT-012
ATR-000680,EMP-00210,ATT-INS,Insider Trading Window,Yes,2026-04-14,2026-04-03,Completed,0,DPT-012
ATR-000681,EMP-00211,ATT-COI,Conflict of Interest,Yes,2025-07-14,2025-07-05,Completed,0,DPT-017
ATR-000682,EMP-00211,ATT-COC,Code of Conduct Attestation,Yes,2025-05-29,2025-05-27,Completed,0,DPT-017
ATR-000683,EMP-00211,ATT-PRV,Privacy & Data Handling,Yes,2025-09-24,2025-09-15,Completed,0,DPT-017
ATR-000684,EMP-00211,ATT-INS,Insider Trading Window,Yes,2026-05-15,2026-05-06,Completed,0,DPT-017
ATR-000685,EMP-00212,ATT-COI,Conflict of Interest,Yes,2026-01-23,2026-01-10,Completed,0,DPT-010
ATR-000686,EMP-00212,ATT-COC,Code of Conduct Attestation,Yes,2025-12-17,2025-12-13,Completed,0,DPT-010
ATR-000687,EMP-00212,ATT-PRV,Privacy & Data Handling,Yes,2026-02-03,2026-02-02,Completed,0,DPT-010
ATR-000688,EMP-00212,ATT-INS,Insider Trading Window,Yes,2025-11-28,2025-11-24,Completed,0,DPT-010
ATR-000689,EMP-00213,ATT-COI,Conflict of Interest,Yes,2025-10-12,2025-10-04,Completed,0,DPT-009
ATR-000690,EMP-00213,ATT-COC,Code of Conduct Attestation,Yes,2025-08-12,2025-07-23,Completed,0,DPT-009
ATR-000691,EMP-00213,ATT-PRV,Privacy & Data Handling,Yes,2025-06-07,2025-05-18,Completed,0,DPT-009
ATR-000692,EMP-00213,ATT-INS,Insider Trading Window,Yes,2026-01-20,2026-01-01,Completed,0,DPT-009
ATR-000693,EMP-00214,ATT-COI,Conflict of Interest,Yes,2026-03-03,2026-02-26,Completed,0,DPT-002
ATR-000694,EMP-00214,ATT-COC,Code of Conduct Attestation,Yes,2026-03-16,2026-03-05,Completed,0,DPT-002
ATR-000695,EMP-00214,ATT-PRV,Privacy & Data Handling,Yes,2025-06-21,2025-06-04,Completed,0,DPT-002
ATR-000696,EMP-00214,ATT-INS,Insider Trading Window,Yes,2026-04-06,2026-03-27,Completed,0,DPT-002
ATR-000697,EMP-00215,ATT-COI,Conflict of Interest,Yes,2025-12-24,2025-12-06,Completed,0,DPT-002
ATR-000698,EMP-00215,ATT-COC,Code of Conduct Attestation,Yes,2026-03-08,2026-03-07,Completed,0,DPT-002
ATR-000699,EMP-00215,ATT-PRV,Privacy & Data Handling,Yes,2026-01-13,2026-01-07,Completed,0,DPT-002
ATR-000700,EMP-00215,ATT-INS,Insider Trading Window,Yes,2025-12-29,2025-12-26,Completed,0,DPT-002
ATR-000701,EMP-00216,ATT-COI,Conflict of Interest,Yes,2025-12-25,2025-12-06,Completed,0,DPT-007
ATR-000702,EMP-00216,ATT-COC,Code of Conduct Attestation,Yes,2025-10-16,2025-10-09,Completed,0,DPT-007
ATR-000703,EMP-00216,ATT-PRV,Privacy & Data Handling,Yes,2025-11-15,2025-11-11,Completed,0,DPT-007
ATR-000704,EMP-00216,ATT-INS,Insider Trading Window,Yes,2026-05-17,2026-05-16,Completed,0,DPT-007
ATR-000705,EMP-00217,ATT-COI,Conflict of Interest,Yes,2025-07-23,2025-07-13,Completed,0,DPT-007
ATR-000706,EMP-00217,ATT-COC,Code of Conduct Attestation,Yes,2025-12-15,2025-12-06,Completed,0,DPT-007
ATR-000707,EMP-00217,ATT-PRV,Privacy & Data Handling,Yes,2026-01-01,2025-12-29,Completed,0,DPT-007
ATR-000708,EMP-00217,ATT-INS,Insider Trading Window,Yes,2026-04-01,2026-03-26,Completed,0,DPT-007
ATR-000709,EMP-00218,ATT-COI,Conflict of Interest,Yes,2026-04-12,2026-04-01,Completed,0,DPT-010
ATR-000710,EMP-00218,ATT-COC,Code of Conduct Attestation,Yes,2025-09-21,2025-11-11,Completed,0,DPT-010
ATR-000711,EMP-00218,ATT-PRV,Privacy & Data Handling,Yes,2025-09-28,2025-11-04,Completed,0,DPT-010
ATR-000712,EMP-00218,ATT-INS,Insider Trading Window,Yes,2025-11-25,2025-11-22,Completed,0,DPT-010
ATR-000713,EMP-00220,ATT-COI,Conflict of Interest,Yes,2025-10-03,2025-10-02,Completed,0,DPT-004
ATR-000714,EMP-00220,ATT-COC,Code of Conduct Attestation,Yes,2025-08-03,2025-07-15,Completed,0,DPT-004
ATR-000715,EMP-00220,ATT-PRV,Privacy & Data Handling,Yes,2025-07-23,2025-07-13,Completed,0,DPT-004
ATR-000716,EMP-00220,ATT-INS,Insider Trading Window,Yes,2026-03-09,2026-02-21,Completed,0,DPT-004
ATR-000717,EMP-00222,ATT-COI,Conflict of Interest,Yes,2025-11-22,2025-11-12,Completed,0,DPT-020
ATR-000718,EMP-00222,ATT-COC,Code of Conduct Attestation,Yes,2025-09-13,2025-08-27,Completed,0,DPT-020
ATR-000719,EMP-00222,ATT-PRV,Privacy & Data Handling,Yes,2025-11-22,2025-11-07,Completed,0,DPT-020
ATR-000720,EMP-00222,ATT-INS,Insider Trading Window,Yes,2026-02-21,2026-02-05,Completed,0,DPT-020
ATR-000721,EMP-00223,ATT-COI,Conflict of Interest,Yes,2025-11-16,2025-11-02,Completed,0,DPT-002
ATR-000722,EMP-00223,ATT-COC,Code of Conduct Attestation,Yes,2025-06-09,2025-05-25,Completed,0,DPT-002
ATR-000723,EMP-00223,ATT-PRV,Privacy & Data Handling,Yes,2025-06-09,2025-05-24,Completed,0,DPT-002
ATR-000724,EMP-00223,ATT-INS,Insider Trading Window,Yes,2026-03-14,2026-03-05,Completed,0,DPT-002
ATR-000725,EMP-00224,ATT-COI,Conflict of Interest,Yes,2025-06-19,2025-11-27,Completed,0,DPT-020
ATR-000726,EMP-00224,ATT-COC,Code of Conduct Attestation,Yes,2026-04-17,2026-04-06,Completed,0,DPT-020
ATR-000727,EMP-00224,ATT-PRV,Privacy & Data Handling,Yes,2026-02-03,2026-01-27,Completed,0,DPT-020
ATR-000728,EMP-00224,ATT-INS,Insider Trading Window,Yes,2025-12-15,2025-12-09,Completed,0,DPT-020
ATR-000729,EMP-00225,ATT-COI,Conflict of Interest,Yes,2026-05-17,2026-05-08,Completed,0,DPT-024
ATR-000730,EMP-00225,ATT-COC,Code of Conduct Attestation,Yes,2025-12-29,2025-12-27,Completed,0,DPT-024
ATR-000731,EMP-00225,ATT-PRV,Privacy & Data Handling,Yes,2025-09-26,2025-09-11,Completed,0,DPT-024
ATR-000732,EMP-00225,ATT-INS,Insider Trading Window,Yes,2026-01-08,2025-12-29,Completed,0,DPT-024
ATR-000733,EMP-00226,ATT-COI,Conflict of Interest,Yes,2025-09-08,2026-03-07,Completed,0,DPT-001
ATR-000734,EMP-00226,ATT-COC,Code of Conduct Attestation,Yes,2025-10-23,2026-03-17,Completed,0,DPT-001
ATR-000735,EMP-00226,ATT-PRV,Privacy & Data Handling,Yes,2026-02-24,2026-03-04,Completed,0,DPT-001
ATR-000736,EMP-00226,ATT-INS,Insider Trading Window,Yes,2026-03-03,2026-03-14,Completed,0,DPT-001
ATR-000737,EMP-00227,ATT-COI,Conflict of Interest,Yes,2025-10-11,2025-09-23,Completed,0,DPT-025
ATR-000738,EMP-00227,ATT-COC,Code of Conduct Attestation,Yes,2025-08-13,2025-08-03,Completed,0,DPT-025
ATR-000739,EMP-00227,ATT-PRV,Privacy & Data Handling,Yes,2026-01-15,2025-12-27,Completed,0,DPT-025
ATR-000740,EMP-00227,ATT-INS,Insider Trading Window,Yes,2026-05-05,2026-05-02,Completed,0,DPT-025
ATR-000741,EMP-00228,ATT-COI,Conflict of Interest,Yes,2026-03-31,2026-03-22,Completed,0,DPT-001
ATR-000742,EMP-00228,ATT-COC,Code of Conduct Attestation,Yes,2025-08-11,2025-07-30,Completed,0,DPT-001
ATR-000743,EMP-00228,ATT-PRV,Privacy & Data Handling,Yes,2025-09-04,2025-08-25,Completed,0,DPT-001
ATR-000744,EMP-00228,ATT-INS,Insider Trading Window,Yes,2026-03-08,2026-02-28,Completed,0,DPT-001
ATR-000745,EMP-00229,ATT-COI,Conflict of Interest,Yes,2026-03-16,2026-03-04,Completed,0,DPT-022
ATR-000746,EMP-00229,ATT-COC,Code of Conduct Attestation,Yes,2026-03-04,2026-02-14,Completed,0,DPT-022
ATR-000747,EMP-00229,ATT-PRV,Privacy & Data Handling,Yes,2025-11-18,2025-11-12,Completed,0,DPT-022
ATR-000748,EMP-00229,ATT-INS,Insider Trading Window,Yes,2026-04-24,2026-04-19,Completed,0,DPT-022
ATR-000749,EMP-00230,ATT-COI,Conflict of Interest,Yes,2025-12-24,2025-12-22,Completed,0,DPT-006
ATR-000750,EMP-00230,ATT-COC,Code of Conduct Attestation,Yes,2025-11-08,2025-11-06,Completed,0,DPT-006
ATR-000751,EMP-00230,ATT-PRV,Privacy & Data Handling,Yes,2026-01-23,2026-01-03,Completed,0,DPT-006
ATR-000752,EMP-00230,ATT-INS,Insider Trading Window,Yes,2026-05-14,2026-05-09,Completed,0,DPT-006
ATR-000753,EMP-00231,ATT-COI,Conflict of Interest,Yes,2026-05-12,2026-05-05,Completed,0,DPT-006
ATR-000754,EMP-00231,ATT-COC,Code of Conduct Attestation,Yes,2026-03-21,2026-03-17,Completed,0,DPT-006
